time,jup_sw_pdyn,JPFWHM,LINT0710ADAWN,EERR1190ARAD3,TERR1190A,CONT1190ARAD3,TPOW1190ARAD1,XPOS3,EERR1190ARAD1,CML,INT_TIME,DAYOFYEAR,EFLX1190A,CONT1190ARAD1,CONT0710ADAWN,TERR1190ARAD2,PPOS1190ARAD1,YEAR,EFLX1190ARAD1,CONT1190ARAD2,EERR0710ADAWN,EFLX1190ARAD2,EPOCH,PPOS1190A,DISK,CONT1190A,EERR1190A,EFLX0710ADUSK,SLIT1Y,TERR1190ARAD1,LINT1190ARAD3,AURPFLG,EFLX0710ADAWN,PPOS0710ADAWN,TPOW0710ADUSK,TERR0710ADAWN,TERR0710ADUSK,TPOW1190ARAD3,SECOFDAY,TERR1190ARAD3,CONT0710ADUSK,XPOS1,SLIT3Y,TPOW1190ARAD2,LINT0710ADUSK,XPOS2,TPOW0710ADAWN,TPOW1190A,SLIT4Y,Y_POL,PPOS1190ARAD3,EFLX1190ARAD3,JUPLOC,PPOS1190ARAD2,EERR0710ADUSK,LINT1190A,SLIT2Y,PPOS0710ADUSK,EERR1190ARAD2,JPFLAG,RADMON,LINT1190ARAD2,LINT1190ARAD1
2016-06-17T20:11:14.000,nan,5.04175,27.63816779042299,2.025538217520884,36.93005810489131,643.678739613048,137.92380566517073,833.928,2.848916763930428,190.15345130538708,10.0,169.0,45.7677457401776,423.67009132765816,275.569387922842,37.144186564340735,545.0,2016.0,10.422762081872918,1738.7257515557667,0.3787451957640902,46.37885004139981,2016.4649996831192,571.0,35.49570210062732,1712.8257022666935,7.199294560159833,11.908151729265024,525.28,13.44852153211482,64.17359261929909,1.0,7.148848162112504,546.0,164.9850355834152,5.22764904103967,6.791326589932401,165.96249825723328,72674.0,10.839629206761108,441.9377694839932,832.778,581.0,632.8586610258767,44.40616431056315,832.39,99.16423638630984,624.0671119551904,613.8,1.0,595.0,12.179163913234326,574.16,571.0,0.4926979350820278,171.73947067666458,559.0,596.0,7.213358996848409,1.0,39.9782,174.30579471617023,42.31437808229505
2016-06-17T20:17:44.000,nan,4.89587,24.712424620774364,0.520014044579202,70.60942051255303,182.3961960036827,128.9444995370667,833.928,3.0257417782632907,194.08227061235226,3.0,169.0,47.97977610336203,136.06905024460866,74.12586759729311,71.13396598161991,548.0,2016.0,9.648677878288389,557.0389496597663,0.5585180849498035,48.28498897384367,2016.4650120414733,571.0,35.4952566083864,554.1904806703697,12.78223143375529,13.329833417677278,525.28,14.082299310468679,60.917322918615035,1.0,6.329680168503834,553.0,184.74958035044563,7.718019971872728,12.255342064163681,131.9282251143961,73064.0,7.795874930540424,151.19072492574924,832.778,581.0,708.8344454169298,50.108416812620156,832.39,87.87293953869379,705.5796475359587,613.8,1.0,593.0,9.069273473182589,573.645,571.0,0.8897442685787584,185.49387254832064,559.0,595.0,12.859562301418038,1.0,50.1475,186.42985808234943,45.181306451174805
2016-06-17T20:43:44.000,nan,3.88668,34.69030294104863,5.535471686897502,82.75043659338127,50.531590754166245,227.4571302081962,833.928,6.750219353241893,209.79855059291884,1.0,169.0,42.21905729559127,54.28781675361097,34.60269870609045,79.12924569354209,542.0,2016.0,16.420939177579285,135.93260192777961,1.093112936505344,42.555911630343594,2016.4650614748903,570.0,35.49314391146099,134.71554314624518,13.684251969239769,12.603909812712647,525.28,41.36411805096735,50.28836973988077,1.0,9.390876470075938,544.0,174.76678390365254,15.061915713877614,16.85350729462579,194.16455734866878,74624.0,31.765246196015056,48.384934693574905,832.778,581.0,600.89928584063,48.47513056848964,832.39,130.1317613191397,617.1842522308309,613.8,1.0,590.0,15.048181322553626,573.291,570.0,1.2220956698839238,134.7293153154538,559.0,593.0,13.861629856160413,1.0,61.8292,135.94973322632677,54.38497084920613
2016-06-17T21:37:14.000,nan,5.1764,28.54609380680132,3.0687091235272113,26.798801463006313,731.9291709602749,143.91497757483228,834.294,1.8906292091369699,242.13333654850305,10.0,169.0,26.74132555098955,542.4557940519844,283.49301100242883,26.790007978328713,546.0,2016.0,10.19649130213807,1087.9063954370622,0.39062904056265646,27.709760224318607,2016.4651631936522,571.0,35.48959962550902,1055.953772337848,5.1035564693948,10.990319136178572,525.28,10.252996401647165,73.30785451230663,1.0,7.577864999162946,544.0,152.4629908952832,5.383959713855396,6.459857172537345,199.97635315593132,77834.0,13.903542483206154,414.35768978954,833.454,581.0,382.1752371278471,41.39445734688735,831.339,105.05205957059296,373.7575032046664,613.8,1.0,593.0,15.340959352076364,572.91,571.0,0.4683824867520389,105.79644168410167,559.0,594.0,5.189970436639601,1.0,45.7168,109.0027096770688,54.10927182477779
2016-06-17T21:47:14.000,nan,4.65035,28.84309174179653,2.226525347078623,28.13383319191586,744.9361499840302,133.94034441515805,834.294,1.1294704795559436,248.17695675282005,10.0,169.0,27.205430891177837,519.5608373108553,286.5778734590276,27.94297099471532,544.0,2016.0,8.87872776396531,1033.9695805444899,0.3888220462165664,26.72063642593188,2016.465182206505,571.0,35.48906835096578,1029.6277389025386,5.4543451041275945,10.721721686350834,525.28,8.217990292381403,74.47060237892399,1.0,7.711772524360241,548.0,148.79341022271063,5.353386743937875,6.225245022763788,194.8222138359912,78434.0,11.109679574392604,412.52575161663117,833.454,581.0,377.161057072051,40.994802907807646,831.339,106.851750165146,379.72622073999185,613.8,1.0,594.0,14.48001141578136,572.869,571.0,0.45097086923877144,103.10499311998862,559.0,594.0,5.343202768350309,1.0,59.455,103.5737074990438,51.77896490720035
2016-06-17T21:57:14.000,nan,5.0743,29.567734956412387,3.305412636236048,27.512892362167833,681.177564164916,142.97597594283724,834.294,2.4008667788144376,254.22095275174217,10.0,169.0,30.353440104889216,498.48656160953396,293.3018275147333,28.833681752556846,545.0,2016.0,10.618102092415006,1254.8092212018105,0.3933368853591326,32.02367106696553,2016.4652012193576,571.0,35.488465075344116,1224.095472159804,5.182576748532506,10.544192623911956,525.28,11.450504929227865,68.08870174715044,1.0,7.913874993968645,543.0,146.3342237422418,5.424172727054242,6.206366367892769,206.40143800481005,79034.0,15.911134455097192,405.69199128044147,833.454,581.0,432.7330479760858,40.48449755213983,831.339,109.72296573677639,415.7249632925787,613.8,1.0,594.0,15.57850273280642,573.594,571.0,0.44963234498764076,122.46892031840285,559.0,595.0,5.566598173236429,1.0,73.0078,125.52743596375714,49.84249306211916
2016-06-17T22:04:14.000,nan,4.69675,26.641133137084847,2.160698948413744,31.521914285941037,209.2906426107511,127.9370176288774,834.294,2.311368883436552,258.4519901257798,4.0,169.0,21.134934617222903,185.7688126922585,105.32705967128277,31.547766984749376,544.0,2016.0,9.66184574028724,408.2657226594165,0.4948500008689631,21.38415280031311,2016.4652145283544,570.0,35.4879852703876,403.0165307270363,4.844943331875935,9.590680403542153,525.28,11.805766355486046,52.17734818776536,1.0,7.156579614228475,543.0,133.00996042529627,6.818528748648436,8.934470651706892,143.39369953432805,79454.0,14.57639724482428,145.91074592620134,833.454,581.0,331.38401712700403,36.25947546649251,831.339,99.19698161428376,327.8228792728119,613.8,1.0,592.0,9.786897310695753,573.239,570.0,0.6481236461116913,100.99496741073482,559.0,594.0,4.845809692106234,1.0,54.5454,102.2622445971303,46.346294795179915
2016-06-17T23:23:14.000,nan,3.94286,28.157597170551576,3.3331753061072003,15.733526969587675,662.6494762003231,157.97860460078223,834.312,2.1158379506530363,306.2008420595569,10.0,169.0,12.901549914414018,558.2542559797002,281.9497124194186,16.27514859024869,545.0,2016.0,10.947881807513648,603.339266703448,0.39195332628777946,13.457404168604644,2016.4653647298908,571.0,35.48236346351,587.9227097253988,2.8779923301219816,9.829254709613739,525.28,12.236233413215427,66.3182117799889,1.0,7.582028321716784,545.0,136.4380646133166,5.392189360640383,6.020429714329882,203.57874277672957,84194.0,16.37220921408391,373.45671686984133,833.172,581.0,190.81480853811956,37.397682158882375,830.764,105.09039204430829,183.36541843905704,613.8,1.0,593.0,15.237515020446699,573.375,571.0,0.4363443658011561,58.9175744407483,559.0,592.0,2.994822844409798,1.0,42.3334,60.44582116278672,55.905880194011814
2016-06-17T23:33:14.000,nan,4.11956,32.667266225272044,2.2148280624198375,12.752446919077022,549.0304430461174,141.32498997267237,834.312,2.3215853298578253,312.24445526973756,10.0,169.0,11.367545462035933,489.33843037493716,325.63056989602046,13.131482100280136,546.0,2016.0,10.582300632048709,560.1712906002876,0.4258516858229117,11.68570391678384,2016.4653837427434,570.0,35.481833639555795,545.510417823366,2.490116869696934,9.695933114350675,525.28,11.160929154461419,54.94680572313951,1.0,8.888170006927757,546.0,134.5813653158404,5.865656139060234,5.7849175783839915,151.18623577107994,84794.0,11.11310561580872,370.72133581721573,833.172,581.0,163.04786403415403,37.06229685404584,830.764,123.20621045318033,158.09248758842287,613.8,1.0,592.0,11.156083898958846,573.013,570.0,0.4192761388420322,54.58987194858463,559.0,593.0,2.591765180329177,1.0,43.7006,56.074800452737165,48.97389271342882
2016-06-17T23:39:14.000,nan,0.74414,35.29460127937937,1.9804812362934126,12.475036836289727,119.64065147005022,160.29914970379602,834.312,3.3793278615536577,315.8707984640248,2.0,169.0,9.899468315876645,99.48028235835955,70.38654969632626,10.66717096318047,553.0,2016.0,11.054983579845292,111.27152276458219,0.8407226933562536,9.511681234204755,2016.4653951504552,570.0,35.481483874390854,108.02452392363921,2.3736390716810067,10.166423389111493,525.28,21.873565339539994,59.981459742465354,1.0,9.46112851695486,545.0,141.0663371465573,11.579000790582404,12.115811174092343,179.12393959844272,85154.0,17.892548313423873,75.10963859781623,833.172,581.0,134.2639115869317,37.47771451892528,830.764,131.1975564805577,134.73147438348957,613.8,1.0,592.0,11.584427909149886,573.013,570.0,0.8782486182368054,54.09496286131358,559.0,594.0,1.6812254274985037,1.0,66.4117,55.71788320046899,49.86067481196732
2016-06-18T01:10:09.000,nan,3.9999,29.003288230817763,2.772760752789895,10.294691563818322,636.9408432078922,123.2138115072645,-1.0,0.8160741135062494,10.822321267217546,10.0,170.0,8.94702742718026,489.5388999014722,289.7698271095578,10.143933448647536,545.0,2016.0,8.286927696707526,509.70587478734615,0.39589423355610587,9.452154047055693,2016.465568008974,571.0,35.47508516215733,489.06579490188506,1.6991847865990635,10.720398054743125,525.28,6.8317350413714335,63.7567465551644,1.0,7.709897148277872,545.0,148.79015122011774,5.486599222873368,6.155202019227172,181.0119007796177,4209.0,13.675934854311732,403.2539509184062,832.329,581.0,138.8210547205084,40.1843781303295,832.67,106.96224791264147,131.71627126251911,613.8,1.0,594.0,13.371527358941561,573.778,571.0,0.44376507840115154,48.86858318384752,559.0,595.0,1.6994749234343496,1.0,36.8094,50.931688707479715,49.05796884622825
2016-06-18T01:20:09.000,nan,4.80782,28.07255276647018,2.0649492765489614,11.345341556649904,576.962420778741,141.376554285289,-1.0,1.7897761578597622,16.865957300524542,10.0,170.0,10.140289928859369,537.5908166176214,280.6886926588777,12.59050168213663,544.0,2016.0,10.179787078261606,510.300618125425,0.3927960237912038,11.233194298114379,2016.4655870218267,570.0,35.474552144688,480.0401269705844,2.4748090997250682,10.480893902956037,525.28,9.304067319019593,57.56630728771456,1.0,7.534239142131728,545.0,145.44554205144647,5.442034963292725,6.282242304814861,152.73204226788607,4809.0,10.859272713790261,391.7224160343176,832.329,581.0,150.65009507197226,39.27111752096958,832.67,104.53355372430953,136.56926741236902,613.8,1.0,594.0,11.007704880177782,573.333,570.0,0.4529278070068158,48.00567297523153,559.0,593.0,2.7561232333385184,1.0,43.2556,51.04587151788107,53.862462086950295
2016-06-18T01:30:09.000,nan,4.58041,31.474871195180317,2.4362649697636547,12.789363672503228,614.7969413762462,137.06669855208787,-1.0,2.0390573282022126,22.90997453276441,10.0,170.0,11.540266886700682,467.9874139055937,315.5007318062417,14.657434944442457,546.0,2016.0,9.716394283940915,571.9411277044196,0.40062332027066894,12.34691402573964,2016.4656060346795,571.0,35.473945103300416,561.7823820626813,2.2285883554013153,12.12319569682537,525.28,12.23103977502559,61.31250522248065,1.0,8.226780504057361,547.0,168.27886577877806,5.560423347708103,6.80414124047587,176.2953798172422,5409.0,13.282513728817001,457.4985825937256,832.329,581.0,173.6033439379747,45.77394858000811,832.67,114.25365572304561,164.94799042086817,613.8,1.0,594.0,12.386994488157054,574.02,571.0,0.49037818581424975,56.1957191222053,559.0,595.0,2.7160529624281495,1.0,45.2441,57.18522006164944,46.891601871532444
2016-06-18T01:38:39.000,nan,6.18958,29.32450661275577,1.3338606606240146,13.614460429499175,413.45046881617475,137.22329280916844,-1.0,2.548237664752724,28.04770310020791,7.0,170.0,10.257673097308773,317.8942116166527,205.5301269874035,14.398684051752303,546.0,2016.0,9.807677665962434,346.79356165999707,0.4434658389882142,10.65419455799696,2016.4656221956043,571.0,35.47335246869697,343.454709772966,2.427672631987721,11.269361044062531,525.28,13.94568314039183,59.24476672371114,1.0,7.770526020795347,546.0,156.41217296583957,6.154287851636892,7.70213362226555,150.45445095574436,5919.0,8.75594245196624,293.9935641422853,832.329,581.0,150.30795859355666,42.24677395227929,832.67,107.89907520280275,146.08862815817386,613.8,1.0,592.0,10.750782677367889,573.832,571.0,0.5552026777427072,49.13389673969254,559.0,595.0,2.6082666735849362,1.0,51.6038,49.583386076293586,45.33323647168672
2016-06-18T02:56:09.000,nan,5.99634,26.21657276186078,1.896035378071631,20.943858723667876,714.5227270404066,141.4535884215635,833.958,1.8969034044953421,74.88980497275406,10.0,170.0,18.323301826233056,513.3663882087831,264.43381860945465,21.246003584601585,547.0,2016.0,9.881389382213872,818.5284061929315,0.37212395197386966,18.73526224380524,2016.4657695452127,571.0,35.46785827420362,808.0492351532757,3.7416679709481184,12.140521369252154,525.28,10.466304212520598,71.4275492972085,1.0,6.976168952021259,548.0,168.62390783944974,5.15289968426043,6.5324672394382715,186.08380359713797,10569.0,11.67677138607146,462.421139026992,831.502,581.0,272.5651594136363,46.28607713511064,833.345,96.82160319303566,267.2735232770659,613.8,1.0,595.0,12.985211787330304,574.782,571.0,0.47072684433028167,81.02188360587563,559.0,596.0,3.8085401863176367,1.0,40.352,82.02552298112268,51.3360250276096
2016-06-18T03:06:09.000,nan,5.15255,25.27654820577149,2.8238844302221016,20.298803100346642,630.3984257644447,129.85650306265478,833.958,1.1960582696240654,80.93343356835857,10.0,170.0,18.055243745431078,471.56844471212025,253.73668134433728,21.18521782518353,546.0,2016.0,9.402778705107732,770.6819440882919,0.35492762972700903,19.305435018869105,2016.4657885580652,571.0,35.46732676088006,729.3400698172354,4.00556536490817,12.36863631939183,525.28,7.8073173804234655,62.984413348878945,1.0,6.653195023589947,548.0,171.68952016776055,4.922487679742662,6.992637445650907,190.34138100494852,11169.0,14.527055743377513,461.97954562823725,831.502,581.0,261.76685640449574,46.375730913642066,833.345,92.39820793349364,246.77001559724366,613.8,1.0,594.0,14.006494768461655,574.759,571.0,0.504332002658373,73.06519552078453,559.0,596.0,4.230646540318069,1.0,44.3527,77.18334563977712,47.15402469286354
2016-06-18T03:16:09.000,nan,5.76661,25.59362634983983,3.3051678213555684,23.834774524892616,608.5995747610491,116.65670376979773,833.958,1.412701844393226,86.97744259953481,10.0,170.0,24.034672864455743,469.46151971646714,255.83254794444656,23.584678769022634,547.0,2016.0,8.467114363563642,1023.717718641501,0.36229695088327074,24.685559106433008,2016.4658075709178,570.0,35.46672198284084,993.5994247965482,4.585701186253321,12.298545858063084,525.28,7.639137101362398,60.78279942649617,1.0,6.849085032903084,546.0,170.70276513914462,5.027278989093818,6.834361755392257,187.55239420335673,11769.0,16.320907252347723,461.2576457863179,831.502,581.0,338.8089366936524,46.35378402574434,833.345,95.12416585801049,330.96329977134553,613.8,1.0,594.0,14.113889109912522,575.476,570.0,0.4932443898205953,99.5866080112553,559.0,595.0,4.58723370688541,1.0,45.8216,102.60294911606292,46.96713215155762
2016-06-18T03:24:39.000,nan,5.01831,25.15801316091966,2.6606736392215367,31.966319196440253,396.64965415295285,95.53974564529007,833.958,0.5511481276398319,92.11516488943744,7.0,170.0,27.759181730130376,294.6892343762511,177.30615488621697,31.603157064200413,546.0,2016.0,6.677588558857202,746.3949883571064,0.39937988583038514,28.1839106222892,2016.4658237318426,571.0,35.466131413301845,720.7454026267866,6.509266010579142,12.891931992487333,525.28,5.131428042692659,56.612930812853655,1.0,6.533288754776416,546.0,179.12246832794094,5.547759872689292,7.9757364490487435,174.08750582486627,12279.0,15.575148717611176,343.6364652937191,831.502,581.0,370.4504074599185,49.12693530175449,833.345,90.80888849636523,364.5264946268166,613.8,1.0,594.0,12.52221352530626,575.25,571.0,0.5745731401996201,103.07096141026773,559.0,596.0,6.424733956478187,1.0,41.721,106.67960618498213,42.02217793096372
2016-06-18T04:42:09.000,nan,4.50045,26.396042260084702,1.7968463814176683,32.73557834170067,724.4715728172525,129.37914516736592,834.374,2.019672562914235,138.95727683046073,10.0,170.0,36.0484036363296,459.62678683885315,266.10562113593915,32.62715686652634,550.0,2016.0,9.493809827900773,1334.8126459095556,0.36862722643973395,36.11219979654879,2016.465971081451,571.0,35.460635999667,1320.2799867386761,6.409804438684637,12.183054926524264,525.28,10.02245040923113,72.37923134019054,1.0,7.0328144034436,547.0,169.24742956482754,5.109296126768663,6.77214091686002,189.3309832179338,16929.0,10.698496694176379,462.09486588963046,831.546,581.0,491.63281772993344,46.30530799417733,833.495,97.68600398863222,491.13581974009094,613.8,1.0,595.0,13.572333983366832,574.702,571.0,0.488204840265417,132.24789421623854,559.0,596.0,6.395398085330094,1.0,41.9468,133.68755477184754,45.90669355335611
