Time_UT                     jup_sw_pdyn
2016-06-08T04:00:00.000     0.050444
2016-06-08T05:00:00.000     0.051363
2016-06-08T06:00:00.000     0.055555
2016-06-08T07:00:00.000     0.062929
2016-06-08T08:00:00.000     0.074483
2016-06-08T09:00:00.000     0.091239
2016-06-08T10:00:00.000      0.11289
2016-06-08T11:00:00.000      0.13702
2016-06-08T12:00:00.000      0.15881
2016-06-08T13:00:00.000      0.17531
2016-06-08T14:00:00.000      0.18525
2016-06-08T15:00:00.000      0.19102
2016-06-08T16:00:00.000      0.19177
2016-06-08T17:00:00.000      0.17921
2016-06-08T18:00:00.000      0.16699
2016-06-08T19:00:00.000      0.15437
2016-06-08T20:00:00.000       0.1478
2016-06-08T21:00:00.000       0.1566
2016-06-08T22:00:00.000      0.17689
2016-06-08T23:00:00.000      0.17531
2016-06-09T00:00:00.000      0.15969
2016-06-09T01:00:00.000      0.14203
2016-06-09T02:00:00.000      0.13011
2016-06-09T03:00:00.000      0.12292
2016-06-09T04:00:00.000      0.11676
2016-06-09T05:00:00.000      0.11265
2016-06-09T06:00:00.000      0.11212
2016-06-09T07:00:00.000       0.1146
2016-06-09T08:00:00.000      0.11961
2016-06-09T09:00:00.000      0.12652
2016-06-09T10:00:00.000       0.1332
2016-06-09T11:00:00.000      0.13565
2016-06-09T12:00:00.000      0.13444
2016-06-09T13:00:00.000      0.13092
2016-06-09T14:00:00.000      0.12511
2016-06-09T15:00:00.000      0.11787
2016-06-09T16:00:00.000      0.10856
2016-06-09T17:00:00.000      0.10001
2016-06-09T18:00:00.000     0.093481
2016-06-09T19:00:00.000     0.089003
2016-06-09T20:00:00.000     0.085972
2016-06-09T21:00:00.000     0.083922
2016-06-09T22:00:00.000     0.082546
2016-06-09T23:00:00.000     0.081341
2016-06-10T00:00:00.000     0.079807
2016-06-10T01:00:00.000     0.078316
2016-06-10T02:00:00.000     0.076871
2016-06-10T03:00:00.000     0.075526
2016-06-10T04:00:00.000     0.074164
2016-06-10T05:00:00.000     0.072762
2016-06-10T06:00:00.000     0.071351
2016-06-10T07:00:00.000      0.06999
2016-06-10T08:00:00.000      0.06861
2016-06-10T09:00:00.000     0.066848
2016-06-10T10:00:00.000     0.065204
2016-06-10T11:00:00.000     0.064814
2016-06-10T12:00:00.000     0.066208
2016-06-10T13:00:00.000     0.071969
2016-06-10T14:00:00.000     0.076611
2016-06-10T15:00:00.000     0.078033
2016-06-10T16:00:00.000     0.078546
2016-06-10T17:00:00.000     0.078784
2016-06-10T18:00:00.000     0.079709
2016-06-10T19:00:00.000     0.081799
2016-06-10T20:00:00.000     0.085476
2016-06-10T21:00:00.000     0.091164
2016-06-10T22:00:00.000     0.098963
2016-06-10T23:00:00.000      0.10995
2016-06-11T00:00:00.000      0.12538
2016-06-11T01:00:00.000      0.13825
2016-06-11T02:00:00.000      0.14313
2016-06-11T03:00:00.000      0.14374
2016-06-11T04:00:00.000      0.14326
2016-06-11T05:00:00.000       0.1417
2016-06-11T06:00:00.000      0.13769
2016-06-11T07:00:00.000      0.12556
2016-06-11T08:00:00.000      0.10975
2016-06-11T09:00:00.000      0.10041
2016-06-11T10:00:00.000     0.091675
2016-06-11T11:00:00.000     0.084383
2016-06-11T12:00:00.000     0.079791
2016-06-11T13:00:00.000     0.069244
2016-06-11T14:00:00.000     0.037834
2016-06-11T15:00:00.000     0.021768
2016-06-11T16:00:00.000     0.019912
2016-06-11T17:00:00.000     0.019153
2016-06-11T18:00:00.000     0.018525
2016-06-11T19:00:00.000     0.017985
2016-06-11T20:00:00.000     0.017422
2016-06-11T21:00:00.000     0.017043
2016-06-11T22:00:00.000     0.016714
2016-06-11T23:00:00.000      0.01643
2016-06-12T00:00:00.000     0.016191
2016-06-12T01:00:00.000     0.015976
2016-06-12T02:00:00.000     0.015773
2016-06-12T03:00:00.000     0.015574
2016-06-12T04:00:00.000     0.015384
2016-06-12T05:00:00.000     0.015199
2016-06-12T06:00:00.000     0.015017
2016-06-12T07:00:00.000     0.014848
2016-06-12T08:00:00.000     0.014687
2016-06-12T09:00:00.000     0.014524
2016-06-12T10:00:00.000     0.014345
2016-06-12T11:00:00.000     0.014139
2016-06-12T12:00:00.000     0.013933
2016-06-12T13:00:00.000     0.013765
2016-06-12T14:00:00.000     0.013617
2016-06-12T15:00:00.000     0.013474
2016-06-12T16:00:00.000      0.01333
2016-06-12T17:00:00.000     0.013215
2016-06-12T18:00:00.000     0.013074
2016-06-12T19:00:00.000     0.012941
2016-06-12T20:00:00.000     0.012841
2016-06-12T21:00:00.000     0.012806
2016-06-12T22:00:00.000     0.012813
2016-06-12T23:00:00.000      0.01287
2016-06-13T00:00:00.000     0.012988
2016-06-13T01:00:00.000     0.013156
2016-06-13T02:00:00.000     0.013286
2016-06-13T03:00:00.000     0.013349
2016-06-13T04:00:00.000     0.013352
2016-06-13T05:00:00.000     0.013309
2016-06-13T06:00:00.000     0.013236
2016-06-13T07:00:00.000     0.013145
2016-06-13T08:00:00.000     0.013047
2016-06-13T09:00:00.000      0.01295
2016-06-13T10:00:00.000      0.01286
2016-06-13T11:00:00.000     0.012781
2016-06-13T12:00:00.000     0.012719
2016-06-13T13:00:00.000     0.012681
2016-06-13T14:00:00.000     0.012682
2016-06-13T15:00:00.000     0.012748
2016-06-13T16:00:00.000     0.012908
2016-06-13T17:00:00.000     0.013184
2016-06-13T18:00:00.000     0.013595
2016-06-13T19:00:00.000     0.014155
2016-06-13T20:00:00.000     0.014872
2016-06-13T21:00:00.000     0.015613
2016-06-13T22:00:00.000     0.016304
2016-06-13T23:00:00.000     0.017016
2016-06-14T00:00:00.000     0.017736
2016-06-14T01:00:00.000     0.018151
2016-06-14T02:00:00.000     0.018253
2016-06-14T03:00:00.000     0.018174
2016-06-14T04:00:00.000     0.017463
2016-06-14T05:00:00.000     0.014869
2016-06-14T06:00:00.000     0.011108
2016-06-14T07:00:00.000    0.0094183
2016-06-14T08:00:00.000    0.0088775
2016-06-14T09:00:00.000    0.0087054
2016-06-14T10:00:00.000    0.0087082
2016-06-14T11:00:00.000     0.008869
2016-06-14T12:00:00.000    0.0089201
2016-06-14T13:00:00.000    0.0089409
2016-06-14T14:00:00.000    0.0089399
2016-06-14T15:00:00.000     0.008924
2016-06-14T16:00:00.000    0.0089056
2016-06-14T17:00:00.000     0.008891
2016-06-14T18:00:00.000    0.0088832
2016-06-14T19:00:00.000    0.0088823
2016-06-14T20:00:00.000    0.0088883
2016-06-14T21:00:00.000    0.0089012
2016-06-14T22:00:00.000    0.0089108
2016-06-14T23:00:00.000    0.0088905
2016-06-15T00:00:00.000    0.0092838
2016-06-15T01:00:00.000     0.026535
2016-06-15T02:00:00.000     0.064181
2016-06-15T03:00:00.000     0.068211
2016-06-15T04:00:00.000     0.066457
2016-06-15T05:00:00.000     0.061982
2016-06-15T06:00:00.000     0.058163
2016-06-15T07:00:00.000     0.055015
2016-06-15T08:00:00.000     0.052214
2016-06-15T09:00:00.000     0.049531
2016-06-15T10:00:00.000     0.046775
2016-06-15T11:00:00.000     0.043555
2016-06-15T12:00:00.000     0.040679
2016-06-15T13:00:00.000     0.038553
2016-06-15T14:00:00.000     0.037002
2016-06-15T15:00:00.000     0.035895
2016-06-15T16:00:00.000      0.03516
2016-06-15T17:00:00.000     0.034732
2016-06-15T18:00:00.000     0.034506
2016-06-15T19:00:00.000     0.034789
2016-06-15T20:00:00.000     0.036298
2016-06-15T21:00:00.000     0.038969
2016-06-15T22:00:00.000      0.04249
2016-06-15T23:00:00.000     0.048361
2016-06-16T00:00:00.000     0.053158
2016-06-16T01:00:00.000     0.057021
2016-06-16T02:00:00.000      0.05985
2016-06-16T03:00:00.000     0.062142
2016-06-16T04:00:00.000     0.064057
2016-06-16T05:00:00.000     0.065681
2016-06-16T06:00:00.000      0.06712
2016-06-16T07:00:00.000     0.068332
2016-06-16T08:00:00.000     0.069208
2016-06-16T09:00:00.000     0.069615
2016-06-16T10:00:00.000     0.069409
2016-06-16T11:00:00.000     0.068295
2016-06-16T12:00:00.000      0.06613
2016-06-16T13:00:00.000     0.064724
2016-06-16T14:00:00.000     0.063993
2016-06-16T15:00:00.000     0.063852
2016-06-16T16:00:00.000     0.065774
2016-06-16T17:00:00.000      0.06778
2016-06-16T18:00:00.000     0.070014
2016-06-16T19:00:00.000     0.072647
2016-06-16T20:00:00.000     0.075226
2016-06-16T21:00:00.000     0.077658
2016-06-16T22:00:00.000     0.079874
2016-06-16T23:00:00.000     0.081535
2016-06-17T00:00:00.000     0.082572
2016-06-17T01:00:00.000     0.083115
2016-06-17T02:00:00.000     0.083398
2016-06-17T03:00:00.000     0.083821
2016-06-17T04:00:00.000     0.085113
2016-06-17T05:00:00.000      0.08941
2016-06-17T06:00:00.000     0.098004
2016-06-17T07:00:00.000      0.11628
2016-06-17T08:00:00.000      0.14072
2016-06-17T09:00:00.000      0.15826
2016-06-17T10:00:00.000      0.16821
2016-06-17T11:00:00.000      0.17263
2016-06-17T12:00:00.000       0.1748
2016-06-17T13:00:00.000      0.17582
2016-06-17T14:00:00.000      0.17598
2016-06-17T15:00:00.000      0.17508
2016-06-17T16:00:00.000      0.17316
2016-06-17T17:00:00.000      0.17082
2016-06-17T18:00:00.000      0.16824
2016-06-17T19:00:00.000      0.16543
2016-06-17T20:00:00.000      0.16252
2016-06-17T21:00:00.000      0.15957
2016-06-17T22:00:00.000      0.15659
2016-06-17T23:00:00.000      0.15355
2016-06-18T00:00:00.000      0.15025
